family_key	candidate_family	source_tokens	proposed_targets	occurrence_count	volume_count	sample_refs	sample_contexts	evidence_summary	confidence_summary	suggested_action
google_tibetan_diacritic_disagreement:ran-sar:rañ-sar	google_tibetan_diacritic_disagreement	ran-Sar (1)	rañ-śar (1)	1	1	wts_1_34:860:98	bzan-po’i dgons-pa zan-thal, Ka-dag ran-byun ran-Sar und mKha’-’gro gsan-ba ye-	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:rma:rṅa	google_tibetan_diacritic_disagreement	rma (1)	rṅa (1)	1	1	wts_1_34:1122:19	(Pd-K 243c); nas ni chos kyi rma chen ~	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:san:sñan	google_tibetan_diacritic_disagreement	san (1)	sñan (1)	1	1	wts_1_34:1122:70	(HMrg 59,27); san dnags —’i rgyan ldan	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:sar-rdza:sar-rdza	google_tibetan_diacritic_disagreement	Sar-rdza (1)	Śar-rdza (1)	1	1	wts_1_34:862:64	the doctrines of the Bon tradition. By Sar-rdza bkra-Sis-rgyal-mtshan. Reproduced	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:ses-kyi:ses-kyi	google_tibetan_diacritic_disagreement	Ses-kyi (1)	śes-kyi (1)	1	1	wts_1_34:860:99	Ses-kyi rgyud. Stuttgart: Steiner (VOHD 11,9).	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:siion:sñon	google_tibetan_diacritic_disagreement	siion (1)	sñon (1)	1	1	wts_1_34:1084:78	— kyi srol lam (b)siion med gnas bZin „so sind	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:sioms:sñoms	google_tibetan_diacritic_disagreement	sioms (1)	sñoms (1)	1	1	wts_1_34:1213:17	tshe ... tin ne 'dzin la sioms par Zugs so „dann	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:snoms:sṅoms	google_tibetan_diacritic_disagreement	snoms (1)	sṅoms (1)	1	1	wts_1_34:1213:38	snoms Zugs nas (metr.) „nachdem man dann	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:sod:sod	google_tibetan_diacritic_disagreement	Sod (1)	śod (1)	1	1	wts_1_34:1213:62	nam Sod kyi bye ma ne’u gsin du bsgyur ba dan	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:stigs:sñigs	google_tibetan_diacritic_disagreement	stigs (1)	sñigs (1)	1	1	wts_1_34:1173:94	24,6); stigs ma’i — ’dir rgyal ba gfäis pa byon	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:säin:sñiñ	google_tibetan_diacritic_disagreement	säin (1)	sñiñ (1)	1	1	wts_1_34:1080:4	rje säin po’i phyi’i nam par thar pa nes don rgya mtsho. Ed.: SOLMSDORF	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:süan:sñan	google_tibetan_diacritic_disagreement	süan (1)	sñan (1)	1	1	wts_1_34:1100:61	untreu“ (131 518); bka’ phrin süan pa — /	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:süigs:sñigs	google_tibetan_diacritic_disagreement	süigs (1)	sñigs (1)	1	1	wts_1_34:1173:90	64,11); ma ’ons süigs ma’i — ... phyi nanı 'jigs	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:süog:sñog	google_tibetan_diacritic_disagreement	süog (1)	sñog (1)	1	1	wts_1_34:240:91	rul) dri pha le kbyi lam süog (r. 5779)	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:ya:yaṅ	google_tibetan_diacritic_disagreement	ya (1)	yaṅ (1)	1	1	wts_1_34:1213:48	ein!“ (Lokn 120,15); ya — phar phyin pa (77?	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:yaßi:yasi	google_tibetan_diacritic_disagreement	yaßi (1)	yaśi (1)	1	1	wts_1_34:1108:42	rgyal po sa nu dan / a ma ca yaßi rje gol	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:zabs:źabs	google_tibetan_diacritic_disagreement	Zabs (1)	źabs (1)	1	1	wts_1_34:974:9	thog pa chen po tshe dban nor bu’i Zabs kyi rnam thar mdor bsdus dad pa’i	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:zags:źags	google_tibetan_diacritic_disagreement	Zags (1)	źags (1)	1	1	wts_1_34:1171:15	chi ba’i — kyi Zags pas zin par $es par bya’o	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:ze:źe	google_tibetan_diacritic_disagreement	Ze (1)	źe (1)	1	1	wts_1_34:1171:58	gnas Ze na „nun, wenn man fragt, wieviel Zeit	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:zi:źi	google_tibetan_diacritic_disagreement	Zi (1)	źi (1)	1	1	wts_1_34:862:72	—— 1986: Zab chos Zi khro dgons pa ran grol las bar do thos grol gyi skor. Dharamsala.	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:zib:źib	google_tibetan_diacritic_disagreement	Zib (1)	źib (1)	1	1	wts_1_34:1173:45	dbyar — thig tshags sogs la’an Zib ’jug byed	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:zin:źin	google_tibetan_diacritic_disagreement	Zin (1)	źin (1)	1	1	wts_1_34:1171:93	gtam rgyun no mtshar che Zin ya mtshan pa’i	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:zin:źiṅ	google_tibetan_diacritic_disagreement	Zin (1)	źiṅ (1)	1	1	wts_1_34:695:93	༡ kyi sa Zin „ein Gebiet, welches als Finan-	google_unresolved_tibetan_context:1	medium:1	review
gña_khri_family:gna-khri:gña-khri	gña_khri_family	gNa-khri (1)	gÑa-khri (1)	1	1	wts_1_34:570:180	die fünf; in Tibet ist es gNa-khri btsan-po“	language_knowledge:1	high:1	exact_promotion_candidate
tibetan_script_ng_witness:dan:daṅ	tibetan_script_ng_witness	dan (1)	daṅ (1)	1	1	wts_1_34:543:114	དངན་འཐེན་ dan ’then Unterschlagung, Verun-	tibetan_script_witness:1	high:1	exact_promotion_candidate
tibetan_script_ng_witness:tdan:tdaṅ	tibetan_script_ng_witness	Tdan (1)	Tdaṅ (1)	1	1	wts_1_34:1111:20	དང་ལ་ ?daṅ la erstens, anfangs; vgl. Tdan po 2,	tibetan_script_witness:1	high:1	exact_promotion_candidate
tibetan_script_ng_witness:tgan:tgaṅ	tibetan_script_ng_witness	Tgan (1)	Tgaṅ (1)	1	1	wts_1_34:338:83	གང་དག་ 4927? dag Tganı 3.	tibetan_script_witness:1	high:1	exact_promotion_candidate
unknown:bsad:bsad	unknown	b$ad (1)	bśad (1)	1	1	wts_1_34:1171:36	yin par b$ad (metr.) „dies wird von den Gelehrten als Zeitmaß für die Unterteilung er-			siglum_policy_review
unknown:g7i-sn:gzi-sn	unknown	g7i-Sn (1)	gZi-Sn (1)	1	1	wts_1_34:448:106	Entstehen für Vergehen“ (g7i-Sn 26,22).			siglum_policy_review
unknown:g7zi-sn:gzi-sn	unknown	g7Zi-Sn (1)	gZi-Sn (1)	1	1	wts_1_34:155:16	pa’i smran gis — pa ste (metr.) „eine Erklärung mit Wahrheitsworten“ (g7Zi-Sn 66,3).			siglum_policy_review
unknown:gz1-sn:gzi-sn	unknown	gZ1-Sn (1)	gZi-Sn (1)	1	1	wts_1_34:139:104	der Zwang stark werden“ (gZ1-Sn 82,18).			siglum_policy_review
unknown:inl2:in12	unknown	Inl2 (1)	In12 (1)	1	1	wts_1_34:805:93	verwandt waren“ (Inl2 E33); rje gu ge...			siglum_policy_review
unknown:l5dz-k:lsdz-k	unknown	L5dz-K (1)	Lśdz-K (1)	1	1	wts_1_34:156:32	worden“ (L5dz-K 250,27).			siglum_policy_review
unknown:roins:roins	unknown	RoIN$ (1)	RoINS (1)	1	1	wts_1_34:847:98	RoIN$			siglum_policy_review
unknown:ssambh:sambh	unknown	$Sambh (1)	Śambh (1)	1	1	wts_1_34:18:106	$Sambh			siglum_policy_review
unknown:ttj740:itj740	unknown	TTJ740 (1)	ITJ740 (1)	1	1	wts_1_34:366:65	hervorgeht“ (TTJ740 334).			siglum_policy_review
unknown:vis:vis	unknown	Viś (1)	Vis (1)	1	1	wts_1_34:1100:79	ihn aus!‘, und da spuckte sie ihn aus“ (VisT			siglum_policy_review
unknown:visst:vist	unknown	VisST (1)	ViśT (1)	1	1	wts_1_34:1103:41	rgyas pa — phrad nas „sie trafen Vyäsa“ (VisST			siglum_policy_review
