tibetan_syllable	canonical_forms	canonical_status	canonical_confidence_tier	evidence_class	full_target_reviewed	supporting_forms	supporting_volumes	observed_other_forms	credible_competing_transcriptions	competing_forms	competing_support	independent_teaching_occurrences	derived_occurrences	historical_occurrences	domain_breakdown	feature_coverage	feature_dependency_rule_ids	feature_dependency_evidence_ids	feature_leave_one_out_status	rationale
འཇའ	ja’	provisional	canonical_independent_moderate	independent_moderate_evidence	no	Ernennung:0;a:0;al:0;ig:0;ja’:9;’ja’:1	wts_1_34	Ernennung;a;al;ig;’ja’				9	0	10	ordinary_tibetan_lexical_or_compound:9;unclear:1	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇར		provisional	provisional	historically_supported_candidate	no	Jar:0;am:0		Jar;am				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇལ		provisional	provisional	historically_supported_candidate	no	'jal:0;Rache:0;al:0;ba:1;jal:0;messen:1;tie:0;verstehen:0;’jal:1		'jal;Rache;al;ba;jal;messen;tie;verstehen;’jal				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇི		provisional	provisional	historically_supported_candidate	no	'ji:1;ig:1;ji:0;’dzin:1		'ji;ig;ji;’dzin				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇིག	ig;jig	ambiguous	ambiguous	credible_competing_forms	no	'jig:1;Be:1;Jg:0;Vjig:0;bskal:0;dig:0;i:0;ig:29;jig:2;par:0;pg:1;rten:0;sterben:0;x:1;yig:1;yigrten:0;’ig:0;’jig:2	wts_1_34	'jig;Be;Jg;Vjig;bskal;dig;i;par;pg;rten;sterben;x;yig;yigrten;’ig;’jig				31	0	43	ordinary_tibetan_lexical_or_compound:34;tibetan_proper_name:1;unclear:1 || ordinary_tibetan_lexical_or_compound:7	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇིགས		provisional	provisional	historically_supported_candidate	no	'igs:1;'jigs:0;Beiname:0;Furcht:0;Jigs:1;Tigs:0;chum:0;gs:0;igs:1;jigs:1;kun:0;lta:0;pa:0;par:0;serag:0;yigs:0;’jigs:0		'igs;'jigs;Beiname;Furcht;Jigs;Tigs;chum;gs;igs;jigs;kun;lta;pa;par;serag;yigs;’jigs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇིང		provisional	provisional	historically_supported_candidate	no	ir:1		ir				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇིབ		provisional	provisional	historically_supported_candidate	no	ib:0		ib				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇིམ		provisional	provisional	historically_supported_candidate	no	im:3		im	im	im	im:independent=2,derived=1,historical=5,domains=ordinary_tibetan_lexical_or_compound:4;tibetan_proper_name:1	0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇིའ		unresolved	unresolved	no_full_target_evidence	no	’il:0		’il				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇིལ		provisional	provisional	historically_supported_candidate	no	pf:1		pf				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇུ		provisional	provisional	historically_supported_candidate	no	Ju:0;Pin:0;drags:1;in:0;je:0;ju:0;pf:0;u:1;zur:0		Ju;Pin;drags;in;je;ju;pf;u;zur				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇུག	gi;jug;jung;ug	ambiguous	ambiguous	credible_competing_forms	no	'jug:2;Beherzigung:1;Jug:0;Yg:0;bei:0;gcan:0;gi:2;ing:0;jug:7;jung:2;männliches:0;ng:1;pa:0;par:0;pf:0;tog:0;ug:8;yal:0;’jng:1;’jug:5	wts_1_34;wts_35_51;wts_9_m	'jug;Beherzigung;Jug;Yg;bei;gcan;ing;männliches;ng;pa;par;pf;tog;yal;’jng;’jug				19	0	41	ordinary_tibetan_lexical_or_compound:2 || ordinary_tibetan_lexical_or_compound:15;sanskrit_or_indic_transcription:1 || ordinary_tibetan_lexical_or_compound:2 || ordinary_tibetan_lexical_or_compound:20;unclear:1	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇུགས		provisional	provisional	historically_supported_candidate	no	ugs:0;’dzugs:3		ugs;’dzugs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇུངས		provisional	provisional	historically_supported_candidate	no	Jans:0		Jans				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇུད		provisional	provisional	historically_supported_candidate	no	ud:1		ud				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇུན		provisional	provisional	historically_supported_candidate	no	'jun:0;Jun:0;jun:0		'jun;Jun;jun				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇུམ		provisional	provisional	historically_supported_candidate	no	ium:0;jum:0		ium;jum				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇུར		provisional	provisional	historically_supported_candidate	no	iur:0;jur:2		iur;jur	jur	jur	jur:independent=2,derived=0,historical=7,domains=ordinary_tibetan_lexical_or_compound:7	0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇུས		unresolved	unresolved	no_full_target_evidence	no	’jus:0		’jus				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇེན		unresolved	unresolved	no_full_target_evidence	no	’ien:1;’jen:0		’ien;’jen				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇེབས		provisional	provisional	historically_supported_candidate	no	Yehs:0;wohlklingend:0		Yehs;wohlklingend				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇེམ		provisional	provisional	historically_supported_candidate	no	ern:0		ern				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇེར		unresolved	unresolved	no_full_target_evidence	no	’jigs:0		’jigs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇོ		provisional	provisional	historically_supported_candidate	no	io:0;jo:0		io;jo				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇོག	jog	provisional	canonical_independent_moderate	independent_moderate_evidence	no	'jog:0;Entwurf:0;Glaubwürdigkeit:0;Imfam:0;abhängig:0;byed:0;jog:3;og:0;pa:0;pf:0;sa:0;snod:0;yul:0;’jog:1	wts_35_51	'jog;Entwurf;Glaubwürdigkeit;Imfam;abhängig;byed;og;pa;pf;sa;snod;yul;’jog				2	1	6	ordinary_tibetan_lexical_or_compound:5;tibetan_proper_name:1	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇོགས		unresolved	unresolved	no_full_target_evidence	no	’jogs:0		’jogs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇོད		provisional	provisional	historically_supported_candidate	no	jod:1		jod				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇོན		provisional	provisional	historically_supported_candidate	no	Jon:1;on:0		Jon;on				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
འཇོམ		provisional	provisional	historically_supported_candidate	no	jom:0		jom				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
