tibetan_syllable	prefix	superscript	root_consonant	subjoined_consonants	vowel	suffix_coda	post_suffix	orthographic_stack	ambiguous_root_candidates	role_parse_status	role_parse_confidence	rationale
འ			འ		a			འ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཀྱིམ	འ		ཀ	ཡ	i	མ		ཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཀྱོད	འ		ཀ	ཡ	o	ད		ཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཀྲང	འ		ཀ	ར	a	ང		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁ	འ		ཁ		a			ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁཀྱོག			ཀ	ཡ	o	ག		ཀཡ	འ;ཁ	partially_resolved	medium	Stack resolved; extra consonants remain ambiguous.
འཁཀྱོངས			ཀ	ཡ	o	ང	ས	ཀཡ	འ;ཁ	partially_resolved	medium	Stack resolved; extra consonants remain ambiguous.
འཁང	འ		ཁ		a	ང		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁན	འ		ཁ		a	ན		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁབ	འ		ཁ		a	བ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁབྲེར			བ	ར	e	ར		བར	འ;ཁ	partially_resolved	medium	Stack resolved; extra consonants remain ambiguous.
འཁམ	འ		ཁ		a	མ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁམས	འ		ཁ		a	མ	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁའ	འ		ཁ		a	འ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁའར					a					unusual_stack	none	Consonant sequence does not match conservative role patterns.
འཁའེབ					e					unusual_stack	none	Consonant sequence does not match conservative role patterns.
འཁར	འ		ཁ		a	ར		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁལ	འ		ཁ		a	ལ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁས	འ		ཁ		a	ས		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁིང	འ		ཁ		i	ང		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁིལ	འ		ཁ		i	ལ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁུ	འ		ཁ		u			ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁུགས	འ		ཁ		u	ག	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁུང	འ		ཁ		u	ང		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁུན	འ		ཁ		u	ན		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁུམ	འ		ཁ		u	མ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁུར	འ		ཁ		u	ར		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁུལ	འ		ཁ		u	ལ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁུས	འ		ཁ		u	ས		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁེགས	འ		ཁ		e	ག	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁེབ	འ		ཁ		e	བ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁེབས	འ		ཁ		e	བ	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁེལ	འ		ཁ		e	ལ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁོག	འ		ཁ		o	ག		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁོགས	འ		ཁ		o	ག	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁོང	འ		ཁ		o	ང		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁོད	འ		ཁ		o	ད		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁོན	འ		ཁ		o	ན		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁོབ	འ		ཁ		o	བ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁོབས	འ		ཁ		o	བ	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁོམ	འ		ཁ		o	མ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁོམས	འ		ཁ		o	མ	ས	ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁོར	འ		ཁ		o	ར		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁོལ	འ		ཁ		o	ལ		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁོས	འ		ཁ		o	ས		ཁ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འཁྱག	འ		ཁ	ཡ	a	ག		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱགས	འ		ཁ	ཡ	a	ག	ས	ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱངས	འ		ཁ	ཡ	a	ང	ས	ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱད	འ		ཁ	ཡ	a	ད		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱན	འ		ཁ	ཡ	a	ན		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱམ	འ		ཁ	ཡ	a	མ		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱམས	འ		ཁ	ཡ	a	མ	ས	ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱར	འ		ཁ	ཡ	a	ར		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱལ	འ		ཁ	ཡ	a	ལ		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱིམས	འ		ཁ	ཡ	i	མ	ས	ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱིལ	འ		ཁ	ཡ	i	ལ		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱུག	འ		ཁ	ཡ	u	ག		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱུགས	འ		ཁ	ཡ	u	ག	ས	ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱུད	འ		ཁ	ཡ	u	ད		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱུལ	འ		ཁ	ཡ	u	ལ		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱེར	འ		ཁ	ཡ	e	ར		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱོག	འ		ཁ	ཡ	o	ག		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱོགས	འ		ཁ	ཡ	o	ག	ས	ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱོང	འ		ཁ	ཡ	o	ང		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱོངས	འ		ཁ	ཡ	o	ང	ས	ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱོམ	འ		ཁ	ཡ	o	མ		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱོམས	འ		ཁ	ཡ	o	མ	ས	ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱོར	འ		ཁ	ཡ	o	ར		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱོལ	འ		ཁ	ཡ	o	ལ		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྱོས	འ		ཁ	ཡ	o	ས		ཁཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲངས	འ		ཁ	ར	a	ང	ས	ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲབ	འ		ཁ	ར	a	བ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲལ	འ		ཁ	ར	a	ལ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲི	འ		ཁ	ར	i			ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲིག	འ		ཁ	ར	i	ག		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲིགས	འ		ཁ	ར	i	ག	ས	ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲིང	འ		ཁ	ར	i	ང		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲིད	འ		ཁ	ར	i	ད		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲིན	འ		ཁ	ར	i	ན		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲིམས	འ		ཁ	ར	i	མ	ས	ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲིལ	འ		ཁ	ར	i	ལ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲིས	འ		ཁ	ར	i	ས		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲུག	འ		ཁ	ར	u	ག		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲུགས	འ		ཁ	ར	u	ག	ས	ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲུངས	འ		ཁ	ར	u	ང	ས	ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲུལ	འ		ཁ	ར	u	ལ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲེ	འ		ཁ	ར	e			ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲེང	འ		ཁ	ར	e	ང		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲེད	འ		ཁ	ར	e	ད		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲེལ	འ		ཁ	ར	e	ལ		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲོ	འ		ཁ	ར	o			ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲོག	འ		ཁ	ར	o	ག		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲོགས	འ		ཁ	ར	o	ག	ས	ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འཁྲོད	འ		ཁ	ར	o	ད		ཁར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འག					a				འ;ག	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
འགག	འ		ག		a	ག		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགགས	འ		ག		a	ག	ས	ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགང	འ		ག		a	ང		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགངས	འ		ག		a	ང	ས	ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགད					a				འ;ག	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
འགན	འ		ག		a	ན		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགབ	འ		ག		a	བ		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགབྲེང			བ	ར	e	ང		བར	འ;ག	partially_resolved	medium	Stack resolved; extra consonants remain ambiguous.
འགབྲོ			བ	ར	o			བར	འ;ག	partially_resolved	medium	Stack resolved; extra consonants remain ambiguous.
འགམ	འ		ག		a	མ		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགམས	འ		ག		a	མ	ས	ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགའ	འ		ག		a	འ		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགར	འ		ག		a	ར		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགལ	འ		ག		a	ལ		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགས					a				འ;ག	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
འགུགས	འ		ག		u	ག	ས	ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགུམ	འ		ག		u	མ		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགུར	འ		ག		u	ར		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགུལ	འ		ག		u	ལ		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགེ					e				འ;ག	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
འགེགས	འ		ག		e	ག	ས	ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགེངས	འ		ག		e	ང	ས	ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགེད					e				འ;ག	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
འགེབས	འ		ག		e	བ	ས	ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགེམས	འ		ག		e	མ	ས	ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགེལ	འ		ག		e	ལ		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགོ					o				འ;ག	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
འགོག	འ		ག		o	ག		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགོགས	འ		ག		o	ག	ས	ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགོང	འ		ག		o	ང		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགོངས	འ		ག		o	ང	ས	ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགོད					o				འ;ག	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
འགོམ	འ		ག		o	མ		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགོར	འ		ག		o	ར		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགོལ	འ		ག		o	ལ		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
འགོས					o				འ;ག	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
འགྱ	འ		ག	ཡ	a			གཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འགྱང	འ		ག	ཡ	a	ང		གཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འགྱངས	འ		ག	ཡ	a	ང	ས	གཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འགྱམ	འ		ག	ཡ	a	མ		གཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འགྱའར	འ		ག	ཡ	a	ར		གཡ	འ	partially_resolved	medium	Stack resolved; extra consonants remain ambiguous.
འགྱར	འ		ག	ཡ	a	ར		གཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འགྱས	འ		ག	ཡ	a	ས		གཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འགྱིག	འ		ག	ཡ	i	ག		གཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འགྱིང	འ		ག	ཡ	i	ང		གཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འགྱིངས	འ		ག	ཡ	i	ང	ས	གཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འགྱུ	འ		ག	ཡ	u			གཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
འགྱུད	འ		ག	ཡ	u	ད		གཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
