tibetan_syllable	observed_forms	current_canonical_tier	role_parse_status	composition_status	feature_composed_target	component_rule_ids	supporting_evidence_ids	leave_one_out_status	domain_compatibility	correction_authority	blocker
མཐོང	Mond;Vorausschau;mthoṅ;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon;mthon	canonical_independent_strong	fully_resolved	feature_complete_unique	mthoṅ	CORPUS_BC919FFB8C2C;RESIDUAL_9DD158EE4F10;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
མཐོངས	mthons;mthoṅs	provisional	fully_resolved	feature_complete_target_support_insufficient	mthoṅs	CORPUS_BC919FFB8C2C;RESIDUAL_9DD158EE4F10;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མཐོན	mthon	canonical_feature_composed	fully_resolved	feature_complete_unique	mthon	CORPUS_BC919FFB8C2C;RESIDUAL_9DD158EE4F10;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
མཐོའི	mtho’i	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
མཐོར	mthor	provisional	fully_resolved	feature_complete_target_support_insufficient	mthor	CORPUS_BC919FFB8C2C;RESIDUAL_9DD158EE4F10;CORPUS_16D4A9AA0695;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=foreign_domain_only;tibetan_proper_name=foreign_domain_only	passed	unresolved	no	foreign_domain_only
མཐོས	mthos	canonical_feature_composed	fully_resolved	feature_complete_unique	mthos	CORPUS_BC919FFB8C2C;RESIDUAL_9DD158EE4F10;CORPUS_16D4A9AA0695;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
མཐྲའུ	dasandere	provisional	fully_resolved	feature_partial				insufficient	unresolved	no	cluster:root_ཐ+subjoined:structural_realization_unresolved
མཐྲེབ	mtheb	provisional	fully_resolved	feature_partial				insufficient	unresolved	no	cluster:root_ཐ+subjoined:structural_realization_unresolved
མཐྲོངས	’mithons	unresolved	fully_resolved	feature_partial				insufficient	unresolved	no	cluster:root_ཐ+subjoined:structural_realization_unresolved
མད	mad;med;mid	canonical_independent_moderate	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
མདག	dag	provisional	fully_resolved	feature_complete_target_support_insufficient	mdag	CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
མདང	indaṅ;mdaṅ;mdon;mdun	canonical_feature_composed	fully_resolved	feature_complete_unique	mdaṅ	CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
མདངས	imdaṅs;log;mdans;mdaṅs	provisional	fully_resolved	feature_complete_target_support_insufficient	mdaṅs	CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མདངོ	nido	provisional	fully_resolved	feature_complete_target_support_insufficient	mdoṅ	CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
མདད	mdud	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
མདན	mdan;mdun;mmdan	provisional	fully_resolved	feature_complete_target_support_insufficient	mdan	CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_01025FAF5D30;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མདབ	mdab	provisional	fully_resolved	feature_complete_target_support_insufficient	mdab	CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མདའ	'mda';'nda';'nnda';inda';mda;mda';mda'don;mda'ra;mda'ri;mda'sbron;mda'tshan;mda'yab;mda'yirna;mda’;nda';nida';tinda'	ambiguous	fully_resolved	feature_partial		CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	suffix_coda:འ
མདའུ	mach	provisional	fully_resolved	feature_partial		CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	suffix_coda:འ
མདར	mdar;mdor;mdun	provisional	fully_resolved	feature_complete_target_support_insufficient	mdar	CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_01025FAF5D30;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མདས	mdas;pf	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
མདུང	mdiuṅ;mdu;mduṅ;thogs;mdun	canonical_feature_composed	fully_resolved	feature_complete_unique	mduṅ	CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_84A74DBDD722;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
མདུད	Knoten;ag;mdud;mmdud	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
མདུན	mdun;ndun	canonical_feature_composed	fully_resolved	feature_complete_unique	mdun	CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_84A74DBDD722;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
མདེའུ	mde'u	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
མདེལ	mdel	provisional	fully_resolved	feature_partial		CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
མདོ	Wesentliches;indo;mdo;ndo;nido;rido	canonical_independent_strong	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
མདོག	mdog;ndog;spu;sy;tog	canonical_independent_strong	fully_resolved	feature_complete_unique	mdog	CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
མདོང	Butterfaß;mdon;mdoṅ	canonical_feature_composed	fully_resolved	feature_complete_unique	mdoṅ	CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
མདོངས	mdons;mdoṅs	provisional	fully_resolved	feature_complete_target_support_insufficient	mdoṅs	CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མདོམས	mdoms	canonical_feature_composed	fully_resolved	feature_complete_unique	mdoms	CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_16D4A9AA0695;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
མདོའི	mdo'i	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
མདོར	mdor;mmdor	provisional	fully_resolved	feature_complete_target_support_insufficient	mdor	CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_16D4A9AA0695;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མདོས	mdos	canonical_independent_moderate	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
མདོཿ	mdog	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
མདྲེ	ndema	provisional	fully_resolved	feature_partial		CORPUS_BC919FFB8C2C;RESIDUAL_C2670784C902;CORPUS_7F71AFFFC788	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
མན	'man;Na;man;mantsam;min;mmon;mon	canonical_independent_moderate	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
མནག	SS;mnag	provisional	fully_resolved	feature_complete_target_support_insufficient	mnag	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མནགས	mnags	provisional	fully_resolved	feature_complete_target_support_insufficient	mnags	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མནང	bar	provisional	fully_resolved	feature_complete_target_support_insufficient	mnaṅ	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
མནངས	mmaṅs;mnaṅs	provisional	fully_resolved	feature_complete_target_support_insufficient	mnaṅs	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མནན	mnan	provisional	fully_resolved	feature_complete_target_support_insufficient	mnan	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མནབ	mnab	canonical_feature_composed	fully_resolved	feature_complete_unique	mnab	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
མནབས	mnabs	provisional	fully_resolved	feature_complete_target_support_insufficient	mnabs	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མནམ	mmam;mnam	provisional	fully_resolved	feature_complete_target_support_insufficient	mnam	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མནམས	mnams	provisional	fully_resolved	feature_complete_target_support_insufficient	mnams	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མནའ	mna;mna'	canonical_independent_strong	fully_resolved	feature_partial		CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	suffix_coda:འ
མནར	ba;mnar	canonical_feature_composed	fully_resolved	feature_complete_unique	mnar	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
མནལ	mnal	provisional	fully_resolved	feature_complete_target_support_insufficient	mnal	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མནས	mmnos	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
མནུན	SAUREN;mnun	provisional	fully_resolved	feature_complete_target_support_insufficient	mnun	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_84A74DBDD722;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མནེར	ner	provisional	fully_resolved	feature_partial		CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
མནོ	'mno	unresolved	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
མནོག	mmog;mnog	canonical_feature_composed	fully_resolved	feature_complete_unique	mnog	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
མནོད	mnod	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
མནོལ	mnol;mnolri	provisional	fully_resolved	feature_complete_target_support_insufficient	mnol	CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_16D4A9AA0695;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
མནོས	'mnos;mnos	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
མནྡཱ	manda	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
མནྡྷ	mandā	provisional	fully_resolved	feature_partial		CORPUS_BC919FFB8C2C;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	subjoined_consonants:དཧ
མབ	mthu	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
མབའ	mtha’;mtha’ras	provisional	fully_resolved	feature_partial		CORPUS_BC919FFB8C2C;CORPUS_B453155DE050;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	suffix_coda:འ
མབར	mkhar	provisional	fully_resolved	feature_complete_target_support_insufficient	mbar	CORPUS_BC919FFB8C2C;CORPUS_B453155DE050;CORPUS_01025FAF5D30;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
མབྲིས	mkhris	provisional	fully_resolved	feature_complete_target_support_insufficient	mbris	CORPUS_BC919FFB8C2C;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
མབྲེབ	mtheb	canonical_independent_moderate	fully_resolved	feature_partial		CORPUS_BC919FFB8C2C;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
མབྲོད	mthos	provisional	fully_resolved	feature_complete_target_support_insufficient	mbrod	CORPUS_BC919FFB8C2C;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
མམ	Gebeine;anation	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
མམཀེ	mamaki	provisional	unusual_stack	role_parse_unresolved				insufficient	unresolved	no	unusual_stack
མཚ	Verwunderung	provisional	fully_resolved	feature_partial		CORPUS_BC919FFB8C2C;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	root_consonant:ཚ
