source_form	canonical_form	difference_class	independent_tibetan_syllables	occurrences	domains	authorization_status
in	tiṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
inda	mda	canonical_target_known_but_edit_unclassified	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
indo	mdo	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ined	med	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ing	drug	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ingal	mgal	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ingo	mgo	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
inhaltlicher	skor	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
innerer	naṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ino	mo	canonical_target_known_but_edit_unclassified	1	1	tibetan_proper_name:1	diagnostic_only
intensiv	byams	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
io	jo	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ioms	joms	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ir	byed	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
irrt	hi	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
is	dzin	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
is	gyur	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
is	ldan	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
is	oṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
is	sioms	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
is	skyes	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1;unclear:1	diagnostic_only
is	spyod	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
is	su	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
isha	tsha	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ishab	tshab	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ishah	tshaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ishal	tshal	single_diacritic_confusion	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
ishod	tshod	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ishoṅ	tshoṅ	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ishud	tshud	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ishul	tshul	single_diacritic_confusion	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
ist	ste	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
i’i	srin	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ja	ji	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
jags	gtan	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
jan	can	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
jar	ja	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
je	ji	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
je	thab	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
jetzt	nas	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
jies	nes	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
jitsug	ji	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
jmd	dha	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
jmd	sloṅ	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
jo	dza	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
jo	mo	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
jog	par	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
k	gu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
k	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
k	ro	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ka	ban	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
ka	cog	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ka	dam	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ka	k	canonical_target_known_but_edit_unclassified	1	15	ordinary_tibetan_lexical_or_compound:13;sanskrit_or_indic_transcription:2	diagnostic_only
ka	kar	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ka	ki	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ka	ku	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ka	la	single_diacritic_confusion	1	1	sanskrit_or_indic_transcription:1	diagnostic_only
ka	ri	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ka	rten	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ka	tor	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kagni	bźi	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
kai	ki	canonical_target_known_but_edit_unclassified	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
kakudasimha	dha	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kan	ko	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kankeru	sgo	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kanon	za	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kar	oṅ	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kau	ko	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
kau	ru	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kaumudi	dri	canonical_target_known_but_edit_unclassified	1	0	sanskrit_or_indic_transcription:1	diagnostic_only
kba	bre	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
kbam	kham	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kbar	khar	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kbe	khe	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kbon	khoṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kboṅ	khoṅ	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kbri	khri	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kbro	khro	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kbul	khul	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kbum	kham	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kbuṅ	khuṅ	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kbyad	khyad	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kbyog	khyog	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kbyun	khyuṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ke	dag	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
keN	ke	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
keg	pi	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
kegrtsis	keg	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ken	ku	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
keru	ke	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
ketaraN	ke	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kha	chiṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kha	dre	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kha	gdan	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kha	khra	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kha	mthun	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khad	bad	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khag	bag	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khag	thag	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khagmo	khag	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khal	bal	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khams	can	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khams	mas	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khan	baṅ	canonical_target_known_but_edit_unclassified	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
khar	bar	canonical_target_known_but_edit_unclassified	1	3	ordinary_tibetan_lexical_or_compound:2;sanskrit_or_indic_transcription:1	diagnostic_only
khas	bas	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
khbor	braṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khbur	khur	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
khbyab	khyab	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khbyn	khyu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khng	khug	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khog	khrog	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khon	dzin	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khon	khoṅ	final_nasal_only_variant	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khor	khar	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khor	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khor	pe	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
khra	k	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khrab	khab	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khrab	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khrag	khag	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
khral	khal	canonical_target_known_but_edit_unclassified	1	5	ordinary_tibetan_lexical_or_compound:5	diagnostic_only
khral	no	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khram	kham	canonical_target_known_but_edit_unclassified	1	6	ordinary_tibetan_lexical_or_compound:6	diagnostic_only
khran	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khri	khra	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khri	kri	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khrid	go	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
khrims	khra	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khro	khra	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khrog	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khrom	khom	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khru	khyu	single_diacritic_confusion	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
khrug	khug	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khrugs	byuṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khrul	khul	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
khrun	khuṅ	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
khrun	khyuṅ	canonical_target_known_but_edit_unclassified	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
khum	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khur	khar	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khur	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1;unclear:1	diagnostic_only
khurrisal	khur	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khyad	khyud	single_diacritic_confusion	1	3	ordinary_tibetan_lexical_or_compound:3	diagnostic_only
khyar	khar	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khyi	kyi	canonical_target_known_but_edit_unclassified	1	15	ordinary_tibetan_lexical_or_compound:15	diagnostic_only
khyo	to	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khyu	ku	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
khyu	mchog	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2;unclear:1	diagnostic_only
khyu	sdig	canonical_target_known_but_edit_unclassified	1	0	unclear:1	diagnostic_only
khyug	khug	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khyun	khuṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khyun	kyaṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khyur	khar	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
khyur	khur	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kim	kun	canonical_target_known_but_edit_unclassified	1	1	sanskrit_or_indic_transcription:1	diagnostic_only
kirti	ri	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kla	klu	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
klarer	dkar	canonical_target_known_but_edit_unclassified	1	0	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kleine	bu	canonical_target_known_but_edit_unclassified	1	2	ordinary_tibetan_lexical_or_compound:2	diagnostic_only
kleine	chuṅ	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kleiner	bu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kleiner	gu	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kleinm	la	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
klira	khra	canonical_target_known_but_edit_unclassified	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
kln	klu	single_diacritic_confusion	1	1	ordinary_tibetan_lexical_or_compound:1	diagnostic_only
